Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,True Label,Short_MA,Long_MA
2015-09-14,2015,9,14,Monday,37,2015-37,196.95,197.01,195.43,196.01,79452000.0,176.75,-0.0037105058836977007,-,176.10071428571422,184.5948
2015-09-15,2015,9,15,Tuesday,37,2015-37,196.61,198.99,195.96,198.46,113806200.0,178.96,0.012499366545322577,+,176.8214285714285,184.44600000000003
2015-09-16,2015,9,16,Wednesday,37,2015-37,198.82,200.41,198.41,200.18,99581600.0,180.51,0.008666627842502272,+,177.18999999999997,184.3046
2015-09-17,2015,9,17,Thursday,37,2015-37,200.02,202.89,199.28,199.73,276046600.0,180.1,-0.002247979540368372,-,177.21928571428566,184.218
2015-09-18,2015,9,18,Friday,37,2015-37,195.71,198.68,194.96,195.45,223657500.0,177.16,-0.016341412849342433,-,177.0378571428571,184.06600000000003
2015-09-21,2015,9,21,Monday,38,2015-38,196.44,197.68,195.21,196.46,105726200.0,178.07,0.0051675840879028545,+,177.02571428571426,183.8856
2015-09-22,2015,9,22,Tuesday,38,2015-38,193.88,194.46,192.56,193.91,153890900.0,175.76,-0.012979661632159243,-,177.22857142857143,183.6178
2015-09-23,2015,9,23,Wednesday,38,2015-38,194.11,194.67,192.91,193.6,92790600.0,175.48,-0.0015986933340694787,-,177.17642857142852,183.3278
2015-09-24,2015,9,24,Thursday,38,2015-38,192.15,193.45,190.56,192.9,159378800.0,174.85,-0.003615884606117392,-,177.07071428571427,183.02660000000003
2015-09-25,2015,9,25,Friday,38,2015-38,194.64,195.0,191.81,192.85,155054800.0,174.8,-0.00025901528984362265,-,177.15214285714288,182.6938
2015-09-28,2015,9,28,Monday,39,2015-39,191.78,191.91,187.64,188.01,178515900.0,170.41,-0.02509729774791225,-,176.60785714285709,182.27
2015-09-29,2015,9,29,Tuesday,39,2015-39,188.27,189.74,186.93,188.12,159045600.0,170.51,0.0005850484921390288,+,176.24071428571426,181.8462
2015-09-30,2015,9,30,Wednesday,39,2015-39,190.37,191.83,189.44,191.63,163452000.0,173.7,0.018658344876378186,+,176.03357142857135,181.5014
2015-10-01,2015,10,1,Thursday,39,2015-39,192.08,192.49,189.82,192.13,131079000.0,174.15,0.002609163230871569,+,175.80071428571426,181.1724
2015-10-02,2015,10,2,Friday,39,2015-39,189.77,195.03,189.12,195.0,211003300.0,176.75,0.014937820269509185,+,175.80071428571426,180.917
2015-10-05,2015,10,5,Monday,40,2015-40,196.46,198.74,196.33,198.47,126320800.0,179.9,0.017794834562521178,+,175.8678571428571,180.7638
2015-10-06,2015,10,6,Tuesday,40,2015-40,198.31,198.98,197.0,197.79,110274500.0,179.28,-0.0034261386908881475,-,175.78,180.62
2015-10-07,2015,10,7,Wednesday,40,2015-40,198.9,199.83,197.48,199.41,124307300.0,180.75,0.008190555595652738,+,175.8264285714286,180.4598
2015-10-08,2015,10,8,Thursday,40,2015-40,198.95,201.55,198.59,201.21,153055200.0,182.38,0.009026636873066709,+,176.19928571428574,180.3062
2015-10-09,2015,10,9,Friday,40,2015-40,201.38,201.9,200.58,201.33,107069200.0,182.49,0.000596448150843365,+,176.51500000000004,180.154
2015-10-12,2015,10,12,Monday,41,2015-41,201.42,201.76,200.91,201.52,56395600.0,182.66,0.000943513682077235,+,177.00785714285718,180.011
2015-10-13,2015,10,13,Tuesday,41,2015-41,200.65,202.16,200.05,200.25,88038700.0,181.51,-0.0063020666478152965,-,177.43857142857152,179.8578
2015-10-14,2015,10,14,Wednesday,41,2015-41,200.18,200.87,198.94,199.29,99106200.0,180.64,-0.004794208581909931,-,177.8521428571429,179.69459999999995
2015-10-15,2015,10,15,Thursday,41,2015-41,200.08,202.36,199.64,202.35,134142200.0,183.41,0.015354738597770812,+,178.46714285714287,179.5742
2015-10-16,2015,10,16,Friday,41,2015-41,202.83,203.29,201.92,203.27,114580100.0,184.25,0.004546702451053042,+,179.4557142857143,179.50179999999997
2015-10-19,2015,10,19,Monday,42,2015-42,202.5,203.37,202.13,203.37,76523900.0,184.34,0.0004916854882468513,+,180.44357142857152,179.43839999999997
2015-10-20,2015,10,20,Tuesday,42,2015-42,202.85,203.84,202.55,203.11,78448500.0,184.1,-0.0012781513433501868,-,181.18642857142865,179.3228
2015-10-21,2015,10,21,Wednesday,42,2015-42,203.61,203.79,201.65,201.85,102038000.0,182.96,-0.006203581713092987,-,181.81571428571442,179.2188
2015-10-22,2015,10,22,Thursday,42,2015-42,202.98,205.51,201.85,205.26,174911700.0,186.05,0.016893625254786215,+,182.48000000000008,179.17199999999997
2015-10-23,2015,10,23,Friday,42,2015-42,207.25,207.95,206.3,207.51,144442300.0,188.09,0.010961615523396029,+,183.06500000000008,179.1708
2015-10-26,2015,10,26,Monday,43,2015-43,207.3,207.37,206.56,207.0,69033000.0,187.63,-0.0024576006292703627,-,183.66142857142864,179.14659999999995
2015-10-27,2015,10,27,Tuesday,43,2015-43,206.2,207.0,205.79,206.6,77905800.0,187.27,-0.0019324413243168024,-,184.1271428571429,179.09419999999997
2015-10-28,2015,10,28,Wednesday,43,2015-43,207.0,208.98,206.21,208.95,135906700.0,189.4,0.011374605920945413,+,184.62857142857155,179.09539999999996
2015-10-29,2015,10,29,Thursday,43,2015-43,208.35,209.27,208.21,208.83,90525500.0,189.29,-0.0005743544031729941,-,185.1142857142858,179.12419999999997
2015-10-30,2015,10,30,Friday,43,2015-43,209.06,209.44,207.74,207.93,131076900.0,188.47,-0.004309609588597163,-,185.5292857142858,179.21519999999995
2015-11-02,2015,11,2,Monday,44,2015-44,208.32,210.62,208.17,210.39,86270800.0,190.7,0.011831011138874414,+,186.18571428571443,179.4614
2015-11-03,2015,11,3,Tuesday,44,2015-44,209.97,211.66,209.7,211.0,95246100.0,191.25,0.002899244415329738,+,186.94357142857154,179.86880000000005
2015-11-04,2015,11,4,Wednesday,44,2015-44,211.35,211.5,209.72,210.36,96224500.0,190.67,-0.0030333558242067182,-,187.462142857143,180.3048
2015-11-05,2015,11,5,Thursday,44,2015-44,210.43,210.98,209.09,210.15,78408700.0,190.48,-0.000998083139397199,-,187.907142857143,180.6074
2015-11-06,2015,11,6,Friday,44,2015-44,209.74,210.32,208.46,210.04,110471500.0,190.38,-0.000523491804889975,-,188.33857142857158,180.82119999999995
2015-11-09,2015,11,9,Monday,45,2015-45,209.31,209.49,206.95,208.08,131008700.0,188.61,-0.009331530328014592,-,188.66071428571442,180.99939999999995
2015-11-10,2015,11,10,Tuesday,45,2015-45,207.51,208.6,207.19,208.56,75874600.0,189.04,0.002306699630767905,+,189.09500000000008,181.2154
2015-11-11,2015,11,11,Wednesday,45,2015-45,208.88,208.94,207.66,207.74,67846000.0,188.3,-0.003931462263911056,-,189.25571428571442,181.523
2015-11-12,2015,11,12,Thursday,45,2015-45,206.5,207.06,204.82,204.84,121315200.0,185.67,-0.013959927463805257,-,189.08285714285725,181.7122
2015-11-13,2015,11,13,Friday,45,2015-45,204.35,204.67,202.44,202.54,153577100.0,183.58,-0.011228337945958787,-,188.79357142857154,181.8572
2015-11-16,2015,11,16,Monday,46,2015-46,202.32,205.69,202.18,205.62,117645200.0,186.38,0.015207009975958696,+,188.73000000000008,182.11159999999995
2015-11-17,2015,11,17,Tuesday,46,2015-46,205.99,207.04,204.88,205.47,121123700.0,186.24,-0.0007294676351747853,-,188.50428571428586,182.27579999999998
2015-11-18,2015,11,18,Wednesday,46,2015-46,206.04,208.9,205.99,208.73,121342500.0,189.2,0.015866073894531096,+,188.49785714285727,182.5468
2015-11-19,2015,11,19,Thursday,46,2015-46,208.59,209.05,208.2,208.55,88220500.0,189.03,-0.000862318565899356,-,188.53785714285732,182.7954
2015-11-20,2015,11,20,Friday,46,2015-46,209.45,210.12,208.86,209.31,94011500.0,189.72,0.003644123657881693,+,188.46785714285733,183.0416
2015-11-23,2015,11,23,Monday,47,2015-47,209.38,209.98,208.52,209.07,64931200.0,189.5,-0.0011468938599598073,-,188.34285714285733,183.2966
2015-11-24,2015,11,24,Tuesday,47,2015-47,207.87,209.83,207.41,209.35,98874400.0,189.76,0.0013394449922914387,+,188.27785714285733,183.5126
2015-11-25,2015,11,25,Wednesday,47,2015-47,209.5,209.74,209.01,209.32,51980100.0,189.73,-0.000143133323544542,-,188.22428571428586,183.697
2015-11-27,2015,11,27,Friday,47,2015-47,209.43,209.8,208.86,209.56,37317800.0,189.95,0.0011465172848579286,+,188.19357142857157,183.894
2015-11-30,2015,11,30,Monday,48,2015-48,209.75,209.89,208.56,208.69,112822700.0,189.16,-0.004151526208035493,-,188.23285714285728,184.13400000000001
2015-12-01,2015,12,1,Tuesday,48,2015-48,209.44,210.82,209.11,210.68,97858400.0,190.96,0.009535560679835964,+,188.3700000000001,184.3918
2015-12-02,2015,12,2,Wednesday,48,2015-48,210.62,211.0,208.23,208.53,108441300.0,189.01,-0.01020498341025988,-,188.4207142857144,184.6568
2015-12-03,2015,12,3,Thursday,48,2015-48,208.83,209.15,204.75,205.61,166224200.0,186.37,-0.014002786252217958,-,188.47071428571442,184.8746
2015-12-04,2015,12,4,Friday,48,2015-48,205.61,209.97,205.61,209.62,192913900.0,190.0,0.01950295047574491,+,188.92928571428573,185.1776
2015-12-07,2015,12,7,Monday,49,2015-49,209.23,209.73,207.2,208.35,102027100.0,188.85,-0.00605854578518239,-,189.1057142857144,185.4586
2015-12-08,2015,12,8,Tuesday,49,2015-49,206.49,208.29,205.78,206.95,103372400.0,187.58,-0.006719558597758635,-,189.2014285714286,185.802
2015-12-09,2015,12,9,Wednesday,49,2015-49,206.19,208.68,204.18,205.34,162401500.0,186.12,-0.007779707992716768,-,188.9814285714286,186.1142
2015-12-10,2015,12,10,Thursday,49,2015-49,205.42,207.43,205.14,205.87,116128900.0,186.6,0.0025811311312828877,+,188.80785714285716,186.3722
2015-12-11,2015,12,11,Friday,49,2015-49,203.35,204.14,201.51,201.88,211173300.0,182.99,-0.01938117643807213,-,188.32714285714292,186.549
2015-12-14,2015,12,14,Monday,50,2015-50,202.07,203.05,199.95,202.9,182385200.0,183.91,0.00505244233344615,+,187.92785714285716,186.6922
2015-12-15,2015,12,15,Tuesday,50,2015-50,204.7,206.11,202.87,205.03,154069600.0,185.84,0.010497800927750543,+,187.64785714285716,186.81100000000004
2015-12-16,2015,12,16,Wednesday,50,2015-50,206.37,208.39,204.8,208.03,197017000.0,188.56,0.014631993955664948,+,187.56428571428575,186.9966
2015-12-17,2015,12,17,Thursday,50,2015-50,208.4,208.48,204.84,204.86,173092500.0,185.69,-0.015238138704885218,-,187.26000000000005,187.0954
2015-12-18,2015,12,18,Friday,50,2015-50,202.77,202.93,199.83,200.02,251393500.0,182.38,-0.017814916954550952,-,186.77571428571443,187.0954
2015-12-21,2015,12,21,Monday,51,2015-51,201.41,201.88,200.09,201.67,99094300.0,183.88,0.00824902283599527,+,186.27000000000007,187.1232
2015-12-22,2015,12,22,Tuesday,51,2015-51,202.72,203.85,201.55,203.5,111026200.0,185.55,0.009074402030961215,+,186.02285714285725,187.181
2015-12-23,2015,12,23,Wednesday,51,2015-51,204.69,206.07,204.58,206.02,110987200.0,187.85,0.012383311796209329,+,186.12857142857155,187.3078
2015-12-24,2015,12,24,Thursday,51,2015-51,205.72,206.33,205.42,205.68,48539600.0,187.54,-0.0016505585581135795,-,185.95285714285725,187.4458
2015-12-28,2015,12,28,Monday,52,2015-52,204.86,205.26,203.94,205.21,65899900.0,187.11,-0.0022847423052163585,-,185.8285714285716,187.51980000000003
2015-12-29,2015,12,29,Tuesday,52,2015-52,206.51,207.79,206.47,207.4,92640700.0,189.11,0.01067165049973573,+,185.9378571428573,187.61700000000005
2015-12-30,2015,12,30,Wednesday,52,2015-52,207.11,207.21,205.76,205.93,63317700.0,187.77,-0.007087698376036733,-,186.05571428571446,187.68560000000005
2015-12-31,2015,12,31,Thursday,52,2015-52,205.13,205.89,203.87,203.87,114877900.0,185.89,-0.010003491092351102,-,186.0050000000001,187.7214
2016-01-04,2016,1,4,Monday,1,2016-01,200.49,201.03,198.59,201.02,222353500.0,183.29,-0.013979473022994848,-,186.02642857142868,187.72800000000007
2016-01-05,2016,1,5,Tuesday,1,2016-01,201.4,201.9,200.05,201.36,110845800.0,183.6,0.0016914470288540429,+,186.00428571428586,187.6790000000001
2016-01-06,2016,1,6,Wednesday,1,2016-01,198.34,200.06,197.6,198.82,152112600.0,181.29,-0.012614317302496405,-,185.67928571428584,187.54300000000006
2016-01-07,2016,1,7,Thursday,1,2016-01,195.33,197.44,193.59,194.05,213436100.0,176.94,-0.023991274614636682,-,184.84928571428586,187.32920000000013
2016-01-08,2016,1,8,Friday,1,2016-01,195.19,195.85,191.58,191.92,209817200.0,174.99,-0.010976739485026421,-,184.08500000000006,187.08360000000008
2016-01-11,2016,1,11,Monday,2,2016-02,193.01,193.41,189.82,192.11,187941300.0,175.17,0.0009901103194782657,+,183.5700000000001,186.79900000000006
2016-01-12,2016,1,12,Tuesday,2,2016-02,193.82,194.55,191.14,193.66,172330500.0,176.58,0.00806827730232329,+,183.04857142857153,186.54480000000007
2016-01-13,2016,1,13,Wednesday,2,2016-02,194.45,194.86,188.38,188.83,221168900.0,172.18,-0.024940729646652282,-,182.09357142857155,186.2190000000001
2016-01-14,2016,1,14,Thursday,2,2016-02,189.55,193.26,187.66,191.93,240795600.0,175.0,0.016416762054391132,+,181.1757142857144,185.9050000000001
2016-01-15,2016,1,15,Friday,2,2016-02,186.77,188.76,185.52,187.81,324846400.0,171.25,-0.02146601081261124,-,180.01214285714298,185.50500000000008
2016-01-19,2016,1,19,Tuesday,3,2016-03,189.96,190.11,186.2,188.06,195244400.0,171.47,0.0013310378914535015,+,178.89500000000007,185.12100000000007
2016-01-20,2016,1,20,Wednesday,3,2016-03,185.03,187.5,181.02,185.65,286547800.0,169.28,-0.01281501053724321,-,177.4785714285715,184.6970000000001
2016-01-21,2016,1,21,Thursday,3,2016-03,186.21,188.87,184.64,186.69,195772900.0,170.23,0.005602074754363917,+,176.2257142857144,184.29400000000007
2016-01-22,2016,1,22,Friday,3,2016-03,189.78,190.76,188.88,190.52,168319600.0,173.72,0.02051525225004358,+,175.3564285714287,183.99620000000007
2016-01-25,2016,1,25,Monday,4,2016-04,189.92,190.15,187.41,187.64,130371700.0,171.09,-0.015116610704432043,-,174.48500000000007,183.63720000000006
2016-01-26,2016,1,26,Tuesday,4,2016-04,188.42,190.53,188.02,190.2,141036800.0,173.43,0.013642968993446969,+,173.7585714285715,183.33980000000008
2016-01-27,2016,1,27,Wednesday,4,2016-04,189.58,191.56,187.06,188.13,185681700.0,171.54,-0.010882980943609288,-,173.062142857143,183.05720000000008
2016-01-28,2016,1,28,Thursday,4,2016-04,189.96,190.2,187.16,189.11,143798800.0,172.43,0.005209063485817067,+,172.74000000000007,182.83420000000007
2016-01-29,2016,1,29,Friday,4,2016-04,190.02,193.88,189.88,193.72,210529300.0,176.64,0.024377408299665282,+,172.85785714285726,182.6394000000001
2016-02-01,2016,2,1,Monday,5,2016-05,192.53,194.58,191.84,193.65,136061600.0,176.57,-0.00036143805004518187,-,172.95785714285722,182.4460000000001
2016-02-02,2016,2,2,Tuesday,5,2016-05,191.96,191.97,189.54,190.16,182564900.0,173.39,-0.018022179269131636,-,172.73000000000008,182.12980000000007
2016-02-03,2016,2,3,Wednesday,5,2016-05,191.41,191.78,187.1,191.3,205054900.0,174.43,0.0059949408830997095,+,172.89071428571438,181.83780000000007
2016-02-04,2016,2,4,Thursday,5,2016-05,190.71,192.75,189.96,191.6,139531800.0,174.7,0.0015682284800508928,+,172.86928571428578,181.5374000000001
2016-02-05,2016,2,5,Friday,5,2016-05,190.99,191.67,187.2,187.95,180788300.0,171.37,-0.019049903238600563,-,172.87785714285718,181.17480000000012
2016-02-08,2016,2,8,Monday,6,2016-06,185.77,186.12,182.8,185.42,191526700.0,169.07,-0.013461174947728137,-,172.70642857142863,180.7610000000001
2016-02-09,2016,2,9,Tuesday,6,2016-06,183.36,186.94,183.2,185.43,184513100.0,169.08,5.3790594299441e-05,+,172.6921428571429,180.34800000000013
2016-02-10,2016,2,10,Wednesday,6,2016-06,186.41,188.34,185.12,185.27,148214100.0,168.93,-0.0008626789163042048,-,172.59928571428574,179.92760000000013
2016-02-11,2016,2,11,Thursday,6,2016-06,182.34,184.1,181.09,182.86,219058900.0,166.73,-0.01300826182470105,-,172.10000000000008,179.47900000000013
2016-02-12,2016,2,12,Friday,6,2016-06,184.96,186.65,183.96,186.63,127632400.0,170.17,0.020617046211842016,+,172.03428571428574,179.0632000000001
2016-02-16,2016,2,16,Tuesday,7,2016-07,188.77,189.81,187.63,189.78,120250700.0,173.04,0.016878208808597472,+,172.00642857142864,178.74380000000016
2016-02-17,2016,2,17,Wednesday,7,2016-07,191.16,193.32,191.01,192.88,136009500.0,175.87,0.016334848252375966,+,172.3157142857144,178.53380000000016
2016-02-18,2016,2,18,Thursday,7,2016-07,193.2,193.27,191.72,192.09,102343000.0,175.15,-0.004095946254771721,-,172.51000000000008,178.23680000000016
2016-02-19,2016,2,19,Friday,7,2016-07,191.17,192.18,190.45,192.0,114793000.0,175.07,-0.0004683507372037488,-,172.39785714285725,177.9612000000001
2016-02-22,2016,2,22,Monday,8,2016-08,193.87,194.95,193.79,194.78,103640300.0,177.6,0.0144790455601711,+,172.47142857142867,177.76160000000016
2016-02-23,2016,2,23,Tuesday,8,2016-08,194.0,194.32,192.18,192.32,111455300.0,175.36,-0.01262968753678262,-,172.61214285714297,177.54640000000015
2016-02-24,2016,2,24,Wednesday,8,2016-08,190.63,193.53,189.32,193.2,150812200.0,176.16,0.004575751060208022,+,172.7357142857144,177.33760000000012
2016-02-25,2016,2,25,Thursday,8,2016-08,193.73,195.55,192.83,195.54,110728300.0,178.29,0.01211183424864304,+,172.992142857143,177.24360000000016
2016-02-26,2016,2,26,Friday,8,2016-08,196.57,196.68,194.9,195.09,129833700.0,177.88,-0.0023014638669232035,-,173.45714285714297,177.1230000000001
2016-02-29,2016,2,29,Monday,9,2016-09,195.11,196.23,193.33,193.56,125918100.0,176.49,-0.007842530073096654,-,173.98714285714297,176.93600000000012
2016-03-01,2016,3,1,Tuesday,9,2016-09,195.01,198.21,194.45,198.11,141799700.0,180.64,0.023507104792512168,+,174.8128571428573,176.77760000000012
2016-03-02,2016,3,2,Wednesday,9,2016-09,197.74,199.06,197.25,199.0,102415000.0,181.45,0.004492363817777623,+,175.70714285714297,176.69280000000015
2016-03-03,2016,3,3,Thursday,9,2016-09,198.79,199.8,198.11,199.78,95172200.0,182.16,0.0039196928426059605,+,176.80928571428586,176.68840000000012
2016-03-04,2016,3,4,Friday,9,2016-09,200.01,201.35,199.03,200.43,129293600.0,182.75,0.00325353171659426,+,177.70785714285725,176.66580000000016
2016-03-07,2016,3,7,Monday,10,2016-10,199.34,201.07,199.25,200.59,100219000.0,182.9,0.000798200208817823,+,178.41214285714298,176.61280000000016
2016-03-08,2016,3,8,Tuesday,10,2016-10,199.32,199.92,198.21,198.4,123974900.0,180.9,-0.01091794480542907,-,178.77142857142871,176.47380000000015
2016-03-09,2016,3,9,Wednesday,10,2016-10,199.36,199.79,198.43,199.38,94801200.0,181.8,0.00493992857574832,+,179.24642857142868,176.35900000000012
2016-03-10,2016,3,10,Thursday,10,2016-10,199.96,201.07,197.38,199.54,156838700.0,181.94,0.0008023197187423392,+,179.73714285714297,176.2556000000001
2016-03-11,2016,3,11,Friday,10,2016-10,201.26,202.81,199.52,202.76,137964500.0,184.88,0.016137188917390244,+,180.25714285714298,176.17100000000008
2016-03-14,2016,3,14,Monday,11,2016-11,202.16,203.04,201.77,202.5,73612000.0,184.64,-0.0012823350729908036,-,180.9200000000001,176.10840000000007
2016-03-15,2016,3,15,Tuesday,11,2016-11,201.36,202.53,201.05,202.17,93169100.0,184.34,-0.0016297483744869279,-,181.50428571428588,176.07740000000007
2016-03-16,2016,3,16,Wednesday,11,2016-11,201.6,203.82,201.55,203.34,129303200.0,185.41,0.005787142038851335,+,182.01285714285729,176.11980000000003
2016-03-17,2016,3,17,Thursday,11,2016-11,203.24,205.23,202.77,204.63,134278500.0,186.58,0.006344008979136673,+,182.63428571428585,176.17940000000007
2016-03-18,2016,3,18,Friday,11,2016-11,204.17,204.78,203.8,204.38,138372400.0,187.32,0.0039299409817810105,+,183.4078571428573,176.30000000000004
2016-03-21,2016,3,21,Monday,12,2016-12,204.07,204.94,203.8,204.67,72926700.0,187.58,0.0014188690852554586,+,183.90357142857155,176.51280000000003
2016-03-22,2016,3,22,Tuesday,12,2016-12,203.76,205.23,203.57,204.56,97471900.0,187.48,-0.0005375245497744041,-,184.3342857142859,176.76260000000005
2016-03-23,2016,3,23,Wednesday,12,2016-12,204.11,204.33,203.01,203.21,81052500.0,186.24,-0.006599448643355378,-,184.62571428571442,176.984
2016-03-24,2016,3,24,Thursday,12,2016-12,202.0,203.16,201.74,203.12,84360900.0,186.16,-0.0004429898232776175,-,184.86928571428584,177.1756
2016-03-28,2016,3,28,Monday,13,2016-13,203.61,203.86,202.71,203.24,62408200.0,186.27,0.0005908875452234064,+,185.11000000000013,177.4574
2016-03-29,2016,3,29,Tuesday,13,2016-13,202.76,205.25,202.4,205.12,92922900.0,187.99,0.009249969281179604,+,185.61642857142868,177.71720000000005
2016-03-30,2016,3,30,Wednesday,13,2016-13,206.3,206.87,205.59,206.02,86365300.0,188.82,0.004387837783763615,+,186.11785714285725,178.0686
2016-03-31,2016,3,31,Thursday,13,2016-13,205.91,206.41,205.33,205.52,94584100.0,188.36,-0.002426930459052068,-,186.5764285714287,178.40640000000005
2016-04-01,2016,4,1,Friday,13,2016-13,204.35,207.14,203.98,206.92,114423500.0,189.64,0.00681180777073287,+,186.91642857142867,178.8136
2016-04-04,2016,4,4,Monday,14,2016-14,206.83,207.07,205.89,206.25,63497000.0,189.03,-0.003238032479290553,-,187.23000000000008,179.18960000000004
2016-04-05,2016,4,5,Tuesday,14,2016-14,204.67,206.26,203.89,204.19,99662200.0,187.14,-0.00998773761449423,-,187.43000000000006,179.45800000000003
2016-04-06,2016,4,6,Wednesday,14,2016-14,204.19,206.49,203.98,206.42,91839800.0,189.19,0.010921141891759634,+,187.70000000000007,179.82000000000005
2016-04-07,2016,4,7,Thursday,14,2016-14,205.14,205.56,203.09,203.95,113859000.0,186.92,-0.011965799419494385,-,187.72428571428586,180.08980000000003
2016-04-08,2016,4,8,Friday,14,2016-14,205.34,205.85,203.87,204.5,95040600.0,187.43,0.00269653951034865,+,187.73214285714292,180.40760000000003
2016-04-11,2016,4,11,Monday,15,2016-15,205.25,206.07,203.91,204.02,83757500.0,186.99,-0.002346949624926098,-,187.69000000000008,180.6988
2016-04-12,2016,4,12,Tuesday,15,2016-15,204.22,206.25,203.7,205.92,115350600.0,188.73,0.009312774647370016,+,187.77928571428586,180.9406
2016-04-13,2016,4,13,Wednesday,15,2016-15,207.0,208.1,206.84,208.0,96336400.0,190.63,0.010100843499504242,+,188.09285714285733,181.2218
2016-04-14,2016,4,14,Thursday,15,2016-15,208.07,208.6,207.6,208.01,65212900.0,190.64,4.818542648576951e-05,+,188.41285714285732,181.5668
2016-04-15,2016,4,15,Friday,15,2016-15,208.01,208.17,207.4,207.78,75761600.0,190.43,-0.001105730219755019,-,188.71000000000006,181.8868
2016-04-18,2016,4,18,Monday,16,2016-16,207.78,209.28,207.0,209.24,82531000.0,191.77,0.0070266552811570895,+,188.98000000000016,182.2282
2016-04-19,2016,4,19,Tuesday,16,2016-16,209.74,210.2,208.94,209.9,88316100.0,192.38,0.003154230007674341,+,189.23428571428585,182.64839999999995
2016-04-20,2016,4,20,Wednesday,16,2016-16,209.95,210.92,209.39,210.1,81100300.0,192.56,0.00095292280555892,+,189.53428571428586,183.1182
2016-04-21,2016,4,21,Thursday,16,2016-16,210.12,210.25,208.65,208.97,85695000.0,191.52,-0.005378325566674724,-,189.6685714285716,183.567
2016-04-22,2016,4,22,Friday,16,2016-16,208.55,209.29,207.91,208.97,99251700.0,191.52,0.0,+,189.84642857142867,184.0188
2016-04-25,2016,4,25,Monday,17,2016-17,208.26,208.66,207.54,208.61,66166500.0,191.19,-0.0017228784474797587,-,190.1357142857144,184.508
2016-04-26,2016,4,26,Tuesday,17,2016-17,209.04,209.52,208.36,208.92,75864200.0,191.48,0.001486028301257436,+,190.29928571428584,184.9342
2016-04-27,2016,4,27,Wednesday,17,2016-17,208.47,209.81,208.05,209.35,77329400.0,191.87,0.0020583067647679254,+,190.65285714285727,185.3108
2016-04-28,2016,4,28,Thursday,17,2016-17,208.46,209.76,206.96,207.45,97216200.0,190.13,-0.009075833117088705,-,190.84571428571442,185.59599999999998
2016-04-29,2016,4,29,Friday,17,2016-17,206.72,207.13,205.03,206.33,142424100.0,189.1,-0.005398877031651317,-,190.99642857142868,185.875
2016-05-02,2016,5,2,Monday,18,2016-18,206.92,208.18,206.41,207.97,62188000.0,190.61,0.007948537802939803,+,191.13071428571442,186.1858
2016-05-03,2016,5,3,Tuesday,18,2016-18,206.52,206.8,205.28,206.16,106422100.0,188.95,-0.008703205769251099,-,191.0107142857144,186.4128
2016-05-04,2016,5,4,Wednesday,18,2016-18,204.99,205.85,204.42,205.01,92243800.0,187.89,-0.005578262968885972,-,190.81428571428586,186.6634
2016-05-05,2016,5,5,Thursday,18,2016-18,205.56,205.98,204.47,204.97,67619200.0,187.86,-0.00019490308931147118,-,190.63071428571442,186.8974
2016-05-06,2016,5,6,Friday,18,2016-18,204.06,205.77,203.88,205.72,89315000.0,188.54,0.0036589629199315077,+,190.40000000000006,187.1024
2016-05-09,2016,5,9,Monday,19,2016-19,205.57,206.4,205.36,205.89,74374900.0,188.7,0.0008263694315662207,+,190.13714285714292,187.3188
2016-05-10,2016,5,10,Tuesday,19,2016-19,206.72,208.47,206.64,208.45,77472200.0,191.05,0.012433905004338277,+,190.02928571428586,187.61
2016-05-11,2016,5,11,Wednesday,19,2016-19,207.91,208.54,206.5,206.5,81727000.0,189.26,-0.00935478604738682,-,189.86785714285728,187.7824
2016-05-12,2016,5,12,Thursday,19,2016-19,207.29,207.49,205.37,206.56,89586300.0,189.31,0.0002904869748479033,+,189.71000000000006,187.9396
2016-05-13,2016,5,13,Friday,19,2016-19,206.21,206.86,204.38,204.76,96474600.0,187.66,-0.00871425470622711,-,189.45785714285725,188.0496
2016-05-16,2016,5,16,Monday,20,2016-20,204.96,207.34,204.89,206.78,77486800.0,189.52,0.009865355925897212,+,189.3178571428573,188.185
2016-05-17,2016,5,17,Tuesday,20,2016-20,206.46,206.8,204.23,204.85,114924900.0,187.75,-0.009333639717722721,-,189.02357142857159,188.282
2016-05-18,2016,5,18,Wednesday,20,2016-20,204.44,206.3,203.63,204.91,120062100.0,187.8,0.0002928267682189567,+,188.85714285714297,188.42
2016-05-19,2016,5,19,Thursday,20,2016-20,204.06,204.54,202.78,204.2,115430500.0,187.15,-0.0034651179909725997,-,188.71785714285733,188.527
2016-05-20,2016,5,20,Friday,20,2016-20,204.92,206.1,204.86,205.49,104990400.0,188.33,0.006317570470759426,+,188.55500000000006,188.6548
2016-05-23,2016,5,23,Monday,21,2016-21,205.51,205.84,204.99,205.21,58682600.0,188.08,-0.0013625929744064402,-,188.49285714285728,188.7188
2016-05-24,2016,5,24,Tuesday,21,2016-21,206.17,208.24,206.14,207.87,93537800.0,190.52,0.012962214459298682,+,188.68071428571446,188.83640000000003
2016-05-25,2016,5,25,Wednesday,21,2016-21,208.67,209.77,207.87,209.28,76621400.0,191.81,0.006783176389817625,+,188.96285714285727,188.9858
2016-05-26,2016,5,26,Thursday,21,2016-21,209.44,209.71,208.97,209.34,55280700.0,191.86,0.000286628277729184,+,189.2000000000001,189.11480000000003
