Weekday,Return
Thursday,-0.023991274614636682
Friday,-0.010976739485026421
Monday,0.0009901103194782657
Tuesday,0.00806827730232329
Wednesday,-0.024940729646652282
Thursday,0.016416762054391132
Friday,-0.02146601081261124
Tuesday,0.0013310378914535015
Wednesday,-0.01281501053724321
Thursday,0.005602074754363917
Friday,0.02051525225004358
Monday,-0.015116610704432043
Tuesday,0.013642968993446969
Wednesday,-0.010882980943609288
Thursday,0.005209063485817067
Friday,0.024377408299665282
Monday,-0.00036143805004518187
Tuesday,-0.018022179269131636
Wednesday,0.0059949408830997095
Thursday,0.0015682284800508928
Friday,-0.019049903238600563
Monday,-0.013461174947728137
Tuesday,5.3790594299441e-05
Wednesday,-0.0008626789163042048
Thursday,-0.01300826182470105
Friday,0.020617046211842016
Tuesday,0.016878208808597472
Wednesday,0.016334848252375966
Thursday,-0.004095946254771721
Friday,-0.0004683507372037488
Monday,0.0144790455601711
Tuesday,-0.01262968753678262
Wednesday,0.004575751060208022
Thursday,0.01211183424864304
Friday,-0.0023014638669232035
Monday,-0.007842530073096654
Tuesday,0.023507104792512168
Wednesday,0.004492363817777623
Thursday,0.0039196928426059605
Friday,0.00325353171659426
Monday,0.000798200208817823
Tuesday,-0.01091794480542907
Wednesday,0.00493992857574832
Thursday,0.0008023197187423392
Friday,0.016137188917390244
Monday,-0.0012823350729908036
Tuesday,-0.0016297483744869279
Wednesday,0.005787142038851335
Thursday,0.006344008979136673
Friday,0.0039299409817810105
Monday,0.0014188690852554586
Tuesday,-0.0005375245497744041
Wednesday,-0.006599448643355378
Thursday,-0.0004429898232776175
Monday,0.0005908875452234064
Tuesday,0.009249969281179604
Wednesday,0.004387837783763615
Thursday,-0.002426930459052068
Friday,0.00681180777073287
Monday,-0.003238032479290553
Tuesday,-0.00998773761449423
Wednesday,0.010921141891759634
Thursday,-0.011965799419494385
Friday,0.00269653951034865
Monday,-0.002346949624926098
Tuesday,0.009312774647370016
Wednesday,0.010100843499504242
Thursday,4.818542648576951e-05
Friday,-0.001105730219755019
Monday,0.0070266552811570895
Tuesday,0.003154230007674341
Wednesday,0.00095292280555892
Thursday,-0.005378325566674724
Friday,0.0
Monday,-0.0017228784474797587
Tuesday,0.001486028301257436
Wednesday,0.0020583067647679254
Thursday,-0.009075833117088705
Friday,-0.005398877031651317
Monday,0.007948537802939803
Tuesday,-0.008703205769251099
Wednesday,-0.005578262968885972
Thursday,-0.00019490308931147118
Friday,0.0036589629199315077
Monday,0.0008263694315662207
Tuesday,0.012433905004338277
Wednesday,-0.00935478604738682
Thursday,0.0002904869748479033
Friday,-0.00871425470622711
Monday,0.009865355925897212
Tuesday,-0.009333639717722721
Wednesday,0.0002928267682189567
Thursday,-0.0034651179909725997
Friday,0.006317570470759426
Monday,-0.0013625929744064402
Tuesday,0.012962214459298682
Wednesday,0.006783176389817625
Thursday,0.000286628277729184
Friday,0.004299226070911599
Tuesday,-0.001902525897119145
Wednesday,0.002049441110562045
Thursday,0.0030435269726134533
Friday,-0.0029870082507419404
Monday,0.005088535127360627
Tuesday,0.0015611332797254018
Wednesday,0.003259679032709517
Thursday,-0.0013654087716518106
Friday,-0.009477511820493391
Monday,-0.007711760766051513
Tuesday,-0.001967024151555141
Wednesday,-0.0013938274339682089
Thursday,0.002984118705688932
Friday,-0.003724064026191853
Monday,0.006440121712862901
Tuesday,0.002838559950773423
Wednesday,-0.0016309966600563939
Thursday,0.013022331239085805
Friday,-0.0359089993074343
Monday,-0.017909973641885624
Tuesday,0.01803627867771951
Wednesday,0.017027330813615515
Thursday,0.01364555365426212
Friday,0.0021006926695874557
Tuesday,-0.007193453335733956
Wednesday,0.005997951225172216
Thursday,-0.0006201316211591479
Friday,0.014890417985395919
Monday,0.003527030807699783
Tuesday,0.0072631952470938455
Wednesday,-0.00013954390794135296
Thursday,0.005583383033362033
Friday,-0.0013417496421463948
Monday,0.002687334924088569
Tuesday,-0.001016596708516504
Wednesday,0.0041629950580952535
Thursday,-0.0037770840624172797
Friday,0.00448501856453376
Monday,-0.0027158660648486377
Tuesday,0.00046175124818081953
Wednesday,-0.0010613848772599301
Thursday,0.0011546123374159831
Friday,0.0016146236059622063
Monday,-0.0008290479862250733
Tuesday,-0.006407243652230443
Wednesday,0.002922649000658639
Thursday,0.0010640305351021784
Friday,0.00817900000344407
Monday,-0.0005959153004707617
Tuesday,0.0005962706272606423
Wednesday,-0.0024751360983246147
Thursday,0.004640799585522659
Friday,-0.0008690751504197848
Monday,0.0028838695497477307
Tuesday,-0.005157562147739436
Wednesday,0.0018810414893739578
Thursday,0.00224384949431089
Friday,-0.001462078032133829
Monday,-4.585157322811728e-05
Tuesday,0.0020134690056436977
Wednesday,-0.005114778253210273
Thursday,-0.0006886595232495907
Friday,-0.001883288315433829
Monday,0.004924356730938717
Tuesday,-0.0016487557798799954
Wednesday,-0.0028439135751743283
Thursday,4.5867673134525326e-05
Friday,0.004508158814333863
Tuesday,0.003022340273435065
Wednesday,-9.1271143883076e-05
Thursday,-0.0022830456277888045
Friday,-0.0239348524138332
Monday,0.014347178563979046
Tuesday,-0.01437545499638371
Wednesday,-0.0003750151660545376
Thursday,0.009992681818881131
Friday,-0.003865388584955553
Monday,0.00018752401492938558
Tuesday,4.6949433529563926e-05
Wednesday,0.011245251322494987
Thursday,0.006301529167107356
Friday,-0.0054792246255976895
Monday,-0.00810221549926293
Tuesday,0.006207852962843097
Wednesday,0.004963621766670201
Thursday,-0.00904724319844119
Friday,0.00754615277856252
Monday,-0.002404256212328537
Tuesday,-0.005097634657195038
Wednesday,0.004425290285655414
Thursday,0.0006953861104821435
Friday,-0.003429149843331869
Monday,0.00520820920199716
Tuesday,-0.012629510595314808
Wednesday,0.0013119130133185664
Thursday,-0.003275446825865558
Friday,0.0005164852082999438
Monday,-0.0034722581996096125
Tuesday,0.006262298157740931
Wednesday,0.002667117612191072
Thursday,-0.0018665843260289305
Friday,0.00046746095734029325
Monday,0.0042527773668237226
Tuesday,-0.0033507127962213445
Wednesday,-0.0020076608435114496
Thursday,-0.0026667433557127085
Friday,-0.0029553465070145672
Monday,4.706407770305177e-05
Tuesday,-0.007245355974922152
Wednesday,-0.0060187589221792894
Thursday,-0.004577132800100525
Friday,-0.0011018107378201194
Monday,0.02205728149708741
Tuesday,0.004503829925411651
Wednesday,0.010602129107700529
Thursday,0.0024955964542545672
Friday,-0.0023051567807451656
Monday,0.0007856692347749661
Tuesday,0.007802742601025203
Wednesday,-0.001878507337857993
Thursday,0.005140861620388737
Friday,-0.002237614238917329
Monday,0.00755156583783423
Tuesday,0.001953275587917691
Wednesday,0.0005439593246028274
Friday,0.0037154452355439016
Monday,-0.0046948304418492634
Tuesday,0.0019504267955381407
Wednesday,-0.002399214992251486
Thursday,-0.0036754500990648924
Friday,0.000500754133323067
Monday,0.006008817623484486
Tuesday,0.0031674761833426768
Wednesday,0.01308072344368294
Thursday,0.0024486519024102807
Friday,0.006040400351180031
Monday,-0.0011477601507220436
Tuesday,0.006673996027170004
Wednesday,-0.008254174750748633
Thursday,0.004117224984232282
Friday,-0.001956007593851949
Monday,0.0021774393982434415
Tuesday,0.0038577742574072977
Wednesday,-0.0027827677670452244
Thursday,-0.001727538569927245
Friday,0.0014643377602443495
Tuesday,0.002480980012146139
Wednesday,-0.008264478367794538
Thursday,-0.00022289139122333437
Friday,-0.0036549047293814585
Tuesday,0.007650018506099698
Wednesday,0.005949364179205219
Thursday,-0.0007944861446836926
Friday,0.003577668534701539
Monday,-0.0033007959750738225
Tuesday,0.0
Wednesday,0.0028260873654182284
Thursday,-0.0025100881448887336
Friday,0.0022957535790872896
Tuesday,-0.003523627802616835
Wednesday,0.0022098918638122638
Thursday,-0.0037044377172623655
Friday,0.003674047322495211
Monday,-0.0026021510845885
Tuesday,0.0064117303341029155
Wednesday,0.008655482472588627
Thursday,-0.0010453278206705716
Friday,-0.0015699182629514974
Monday,-0.006201683504213018
Tuesday,-8.790794849844463e-05
Wednesday,0.0003956565479394936
Thursday,0.0006589268611336685
Friday,0.006892921635813121
Monday,-0.0017878688086613306
Tuesday,4.3796366361537054e-05
Wednesday,0.0013104701505770588
Thursday,0.005932598935429523
Friday,0.003946091491009218
Monday,0.005442620621369132
Tuesday,0.003995451907724768
Wednesday,0.005220147350252002
Thursday,-0.0008511520854307397
Friday,0.001576304288149366
Tuesday,0.005955148958167733
Wednesday,-0.0008880362214034321
Thursday,0.0006770716363979634
Friday,0.001268970815749837
Monday,0.0015629236450382946
Tuesday,-0.002699151465269889
Wednesday,0.013997503949355172
Thursday,-0.006297399255891678
Friday,0.0006295434510463771
Monday,-0.002977936758045363
Tuesday,-0.0029869002723765803
Wednesday,-0.0018565150357187086
Thursday,0.0012681191412857726
Friday,0.003504266138306233
Monday,0.0005047396451864916
Tuesday,-0.0038265219130639854
Wednesday,0.008653586024250703
Thursday,-0.0019671066528875736
Friday,-0.0017562371665537089
Monday,-0.0010968180371444538
Tuesday,-0.012839448778717122
Wednesday,0.0023530897868770943
Thursday,-0.0010670816722699874
Friday,-0.0007264129592852164
Monday,-0.0010262409525592098
Tuesday,0.007276878016846178
Wednesday,0.0009348206913264434
Thursday,0.003184189345794897
Friday,-0.002327665077450858
Monday,-0.0017391312771488645
Tuesday,0.0006374199767946731
Wednesday,-0.002972754770071307
Thursday,0.002811121092683333
Friday,-0.0010192847256733641
Monday,0.0005951200709011227
Tuesday,-0.00118974016324358
Wednesday,-0.004381849024538309
Thursday,-0.0064949208595315175
Monday,0.008859882193291702
Tuesday,-0.002984218149309048
Wednesday,-0.0018386873716730312
Thursday,0.008139170877867752
Friday,-0.003186826287539413
Monday,0.010997916635086868
Tuesday,0.005818548362969357
Wednesday,-0.0006287476557012006
Thursday,0.0008388576373745683
Friday,-0.002179338547028342
Monday,0.0025201610140552773
Tuesday,0.0003771797954372769
Wednesday,-0.001214663571665664
Thursday,0.0011741435612460105
Friday,0.003937164416324857
Monday,-0.0001670657530653541
Tuesday,-0.0009178921450184726
Wednesday,0.00179571018808522
Thursday,-0.002042674474137862
Friday,-0.001670914992395689
Monday,0.005523500901528644
Tuesday,-0.0009156510208161439
Wednesday,-0.017743995049362967
Thursday,0.004028443624477296
Friday,0.0065041532017464645
Monday,0.005077347792505682
Tuesday,0.0022129869337406127
Wednesday,0.002332656463401195
Thursday,0.00477953536389064
Friday,-0.00020673232172141454
Tuesday,-0.0008688062127539807
Wednesday,-0.00024842689981063865
Thursday,0.00795204155908169
Friday,0.0033286002773342807
Monday,-0.0007370642649492388
Tuesday,-0.003196991859303444
Wednesday,0.0018503029277483485
Thursday,0.0004923823331746124
Friday,-0.0015177049293091385
Monday,-0.00020559899403926885
Tuesday,0.0048900797791622255
Wednesday,-0.0012676642560701668
Thursday,-0.0019243798977302
Friday,0.00021861147120705304
Monday,0.008325022070450494
Tuesday,-0.0067441492773334675
Wednesday,-0.0002468875370490453
Thursday,-0.0004527389268550453
Friday,0.00119439245177122
Monday,0.0006579748994761657
Tuesday,-0.008056110272271155
Wednesday,0.008950292757973209
Thursday,-0.008788895377058181
Friday,0.00186445924090739
Monday,0.0016957084458284475
Wednesday,0.0023120282434978545
Thursday,-0.009144403205328609
Friday,0.006485057260907645
Monday,0.0010739569332407497
Tuesday,-0.0007427522218103054
Wednesday,0.007514813304275947
Thursday,0.0016802172168213225
Friday,0.004664067961450025
Monday,-0.0001222279733491538
Tuesday,0.0005295650340571001
Wednesday,0.005413902321260489
Thursday,0.0004453992270940788
Friday,-0.0008901390981937984
Monday,-0.0002431488632560486
Tuesday,0.002430830408655105
Wednesday,4.054571913636451e-05
Thursday,-0.0009296927028078494
Friday,-0.0011729323308270476
Monday,-0.0005671031024471196
Tuesday,0.0022287839267591814
Wednesday,0.0004852357203324331
Thursday,-0.0019398047153478262
Friday,0.0018220398195891718
Monday,0.0018592077729149281
Tuesday,-0.0024608745053544823
Wednesday,-4.050630119167842e-05
Thursday,-0.014115212334162797
Friday,0.0014767672860884762
Monday,0.009913117836843009
Tuesday,-0.00012147875395851492
Wednesday,0.0017441727233433735
Thursday,-0.015590748729185087
Friday,-0.0015631063105275846
Monday,0.0007827098373645036
Tuesday,0.010456972798799093
Wednesday,-0.0035854312391774283
Thursday,-0.0023306327030918612
Friday,0.00233607724110696
Monday,4.101987897664472e-05
Tuesday,0.001144726267920282
Wednesday,0.004737620950678646
Thursday,0.006016156047379706
Friday,0.001414172870548569
Tuesday,-0.007182113566286508
Wednesday,0.003413713422366849
Thursday,-0.00012143311589551953
Friday,-0.0011747631470764295
Monday,0.010665881253478338
Tuesday,0.003370890296478857
Wednesday,0.00047967826695205495
Thursday,-0.0003196970774482777
Friday,0.0013460520037695822
Monday,0.0021270120614300674
Tuesday,0.0010010291661322057
Wednesday,0.0003601160926918201
Thursday,-0.002679324995358834
Friday,0.00020045779508470749
Monday,-0.0020445834985133304
Tuesday,0.0006026144656021692
Wednesday,0.0038943697360138696
Thursday,0.0011996367047102385
Friday,0.0035152384097880685
Monday,0.00433855266963068
Tuesday,0.002140060459428605
Wednesday,0.0011865609878933814
Thursday,0.005925071806339721
Friday,-0.0011387217862220964
Monday,-0.0016511334476760895
Tuesday,0.0026382829426951915
Wednesday,0.001570976195752083
Thursday,-0.001490099163230063
Friday,0.001217404597681382
Monday,0.0013337027398274692
Tuesday,0.0007049699941688027
Wednesday,0.0009785616780906279
Thursday,0.00027382036638612384
Friday,0.0051604956389545995
Monday,-0.0038894675284966147
Tuesday,0.001757034634628285
Wednesday,-0.004949963644779397
Thursday,0.0012925082607146974
Friday,0.008176119387140579
Monday,-0.003724973120850738
Tuesday,0.0015578175078632126
Wednesday,0.0013222297856976262
Thursday,0.00038849198052304246
Friday,0.0033386173977822953
Monday,0.0015475081437763551
Tuesday,-0.0006952121963469392
Wednesday,0.001700804949013257
Thursday,-0.0036276092532712134
Friday,-0.0003100750555566911
Monday,0.0009300756007954992
Tuesday,-0.0023225594586476768
Wednesday,-0.005005268555307807
Thursday,0.008500878961444247
Friday,-0.0029387142057339943
Monday,0.0017063984837915047
Tuesday,0.006542756164565454
Wednesday,-0.0008845109624190383
Friday,0.0023095870122387123
Monday,-0.0004990444390884363
Tuesday,0.010144772180532112
Wednesday,-0.0006088163713843242
Thursday,0.008755130026248281
Friday,-0.002075433989149223
Monday,-0.0012101287526176119
Tuesday,-0.0035965039679688453
Wednesday,0.00018994707994579585
Thursday,0.003153013599284771
Friday,0.005453285844345679
Monday,0.0030128403430054185
Tuesday,0.001764826939057773
Wednesday,-0.00011225297533956624
Thursday,-0.004086249029029876
Friday,0.008327389974907229
Monday,0.006341274574300782
Tuesday,-0.003840481542002449
Wednesday,-0.0005239110664874147
Thursday,0.002059670627227561
Friday,-0.0002615541312249725
Tuesday,-0.0011963750347078195
Wednesday,0.00048658133188927977
Thursday,0.0020574965223949526
Friday,-0.0037705211705083563
Tuesday,0.007157254549636115
Wednesday,0.006324964782247865
Thursday,0.00421489762928795
Friday,0.006664244753639359
Monday,0.0018286252737031996
Tuesday,0.002263422216949973
Wednesday,-0.0015298913587479255
Thursday,0.007295940830476909
Friday,0.00651907707422006
Tuesday,-0.0034182014572776693
Wednesday,0.009531542504526813
Thursday,-0.0016806664731695564
Friday,0.004549503368143082
Monday,0.00813085941798275
Tuesday,0.0021228255420788766
Wednesday,-0.0003886987373757922
Thursday,0.0004239212820742466
Friday,0.011577733675367076
Monday,-0.006629818391605703
Tuesday,-0.010257111983388969
Wednesday,0.0004968961670666072
Thursday,-0.001135361470337548
Friday,-0.021769773298540573
Monday,-0.04182269370144742
Tuesday,0.01970256603664677
Wednesday,-0.0054250556445436535
Thursday,-0.037508843621713465
Friday,0.015021468597536725
Monday,0.014684550325783976
Tuesday,0.0024874803806049783
Wednesday,0.013496066615128477
Thursday,0.0127601815619105
Friday,0.00029300270918608534
Tuesday,-0.006261407312048051
Wednesday,-0.004974013765373764
Thursday,0.0012959878411131776
Friday,0.015939309927737844
Monday,0.011612282149054298
Tuesday,-0.012486465343298558
Wednesday,-0.010130165511878177
Thursday,-0.014540577730477231
Friday,0.005155079199468782
Monday,0.011557881111070591
Tuesday,0.002534991335119141
Wednesday,-0.00036654300944061186
Thursday,0.004839269925476897
Friday,0.017402245167297048
Monday,-0.0012553444630860609
Tuesday,-0.00646244102118132
Wednesday,-0.005131591326436369
Thursday,-0.0010898461711608134
Friday,0.001084490189098064
Monday,-0.0135304090084577
Tuesday,0.0017005780237364654
Wednesday,-0.0019191032354192168
Thursday,-0.024997200390264433
Friday,-0.02131461051829497
Monday,0.027359099493194483
Tuesday,-0.017011692980486548
Wednesday,-0.002955024915114679
Thursday,0.01277776032358835
Monday,-0.021584523141815803
Tuesday,0.012816858477739057
Wednesday,0.010699313803919308
Thursday,0.007892076337380871
Friday,-0.022286146748967783
Monday,0.004928541054227464
Tuesday,0.015900090217931817
Wednesday,-0.005241969391631574
Thursday,0.008226960408541872
Friday,-0.0029332363553017378
Monday,0.008221866150762036
Tuesday,0.010698356684178291
Wednesday,0.0007405118512702202
Thursday,-0.00554759814821959
Friday,-0.008479194180701977
Monday,-0.00015021108800372662
Tuesday,-0.013467408363775355
Wednesday,0.0024717934291353942
Thursday,0.01016558085902308
Friday,0.0009388854172118766
Monday,-0.007690606033566415
Tuesday,0.0017768449084827331
Wednesday,-0.006717479157910322
Thursday,-0.002203664958272955
Friday,0.012946387213480737
Monday,0.0033833352537455674
Tuesday,0.0
Wednesday,0.009665730686603702
Thursday,0.009350654595711605
Friday,0.0030510961515421986
Monday,0.00047669889243473484
Tuesday,-0.006887204018452331
Wednesday,0.004205214267310131
Thursday,-0.0008448820140199986
Friday,-0.0024999526301227037
Monday,0.0075186541696343765
Tuesday,-0.002780157258463478
Wednesday,0.0027511524590333463
Thursday,-0.0020484517630129373
Friday,-0.002382757309625893
Tuesday,-0.011501017193181973
Wednesday,0.01334469994327403
Thursday,-0.006125858766345082
Friday,0.009817761791818036
Monday,0.00475134588120163
Tuesday,0.0007277077067495696
Wednesday,0.008360516707534904
Thursday,-0.00010836281671311454
Friday,0.002956351828373505
Monday,0.0013301480665730556
Tuesday,0.0012924105985943068
Wednesday,-0.003191046751250925
Thursday,0.0025177858130764896
Friday,-0.0012757728687856627
Monday,-0.002056631896125149
Tuesday,-0.003832845484159964
Wednesday,0.0017060310070093898
Thursday,-0.006268928908717886
Friday,0.0018232234437087767
Monday,-0.013612924494749823
Tuesday,0.0022140493053151022
Wednesday,-0.008284196276312494
Thursday,0.005717581097468338
Friday,0.001439651462463276
Monday,0.002137987415960385
Tuesday,-0.003531366018749371
Thursday,0.00815796080273068
Friday,0.008458240500670344
Monday,0.009004508734262284
Tuesday,0.003598307464059536
Wednesday,-0.007314447779818156
Thursday,0.009065878819181972
Friday,0.0007874692122125103
Monday,-0.0008939970089912873
Tuesday,0.004045125695412821
Wednesday,0.002103840284036096
Thursday,-0.0037717051921921647
Friday,-0.001142749827136358
Monday,0.0018592068971607922
Tuesday,0.005032244283817988
Wednesday,0.008522528262533855
Thursday,-0.002359158284102825
Friday,-0.0067764609230684955
Monday,-0.0052234433346145534
Tuesday,0.004929386742669406
Wednesday,-0.0016704506501118432
Thursday,0.0054475234465458655
Friday,0.004284705027300051
Monday,0.003667129426418336
Tuesday,0.003302498740681559
Wednesday,-0.0004202695818451563
Thursday,-0.0013660596692094409
Friday,-0.006700232858609101
Monday,-0.003743396158460643
Tuesday,0.0063806808168356275
Wednesday,-0.007467277339978874
Thursday,0.008091222482605076
Friday,0.0035205010086141186
Monday,0.0021401741989774963
Tuesday,0.0023450027901292803
Wednesday,-0.0005936718190198143
Thursday,-0.0013278128629128359
Friday,0.0060183964213011976
Monday,0.007895382961212059
Tuesday,0.0004831346630369549
Wednesday,0.00538072809168999
Thursday,-0.004048197882254079
Friday,3.436154493008381e-05
Tuesday,-0.0017222995360911544
Wednesday,-0.002691440307098003
Thursday,-0.003010088355393959
Friday,-0.0019432927038323113
Monday,0.0017384175768111465
Tuesday,0.003297460494135596
Wednesday,0.0002422325706112893
Thursday,0.005914466644760363
Friday,0.00017193297704087843
Monday,-0.005294384334854296
Tuesday,0.005426211009159188
Wednesday,0.0010657132506126654
Thursday,0.00810384282493315
Friday,-0.0009137055727355127
